# What the card said, stamped when it said it. Append-only,
# written by scripts/webapp.py at render and graded by
# scripts/forward_settle.py. One row per fixture-lane, kept
# from FIRST sight so a later re-render cannot re-price it.
# stamped	date	league	fixture	tip	lane	claim	label	score	needs	consensus	best	book
2026-09-02 10:17	2026-09-02	SUI-SL	Grasshoppers v St. Gallen	1	O1.5	81.7	orange	-2.25	1.271	1.10	1.12	Coolbet
2026-09-02 10:17	2026-09-03	DEN-SL	København v Nordsjælland	1	O1.5	84.9	orange	+2.52	1.271	1.10	1.22	Coolbet
2026-09-02 10:17	2026-09-04	GER-B2	Hannover v Karlsruhe	1	O1.5	80.8	orange	-4.34	1.271	1.08	1.10	Coolbet
2026-09-02 10:17	2026-09-04	FRA-L2	Laval v Red Star	1	U4.5	84.1	green	-0.09	1.213	1.04	1.11	Pinnacle
2026-09-02 10:17	2026-09-04	FRA-L1	PSG v AS Monaco	1	O1.5	81.8	orange	-4.11	1.271	1.10	1.15	1xBet
2026-09-02 10:17	2026-09-05	CHN-SL	Port v Guoan	1	O1.5	83.5	orange	+1.72	1.271	1.09	1.10	1xBet
2026-09-02 10:17	2026-09-05	GER-BL	M'gladbach v Elversberg	1	U4.5	80.0	orange	-9.39	1.271	1.17	1.23	1xBet
2026-09-02 10:17	2026-09-05	ENG-CH	QPR v Middlesbrough	1	U4.5	83.7	orange	+0.74	1.271	1.09	1.11	Nordic Bet
2026-09-02 10:17	2026-09-05	TUR-SL	Erzurumspor v Konyaspor	1	U4.5	84.8	green	+5.58	1.213	1.06	1.13	Pinnacle
2026-09-02 10:17	2026-09-05	SUI-SL	Grasshoppers v Zürich	1	U4.5	83.8	orange	+4.48	1.271	1.09	1.16	GTbets
2026-09-02 10:25	2026-09-05	BRA-SB	CRB v América-MG	1	O1.0	88.5	green	+8.99	1.213	1.02	1.02	Pinnacle
