# The live-safety bands, MEASURED on the bank, red cards out; written by
# scripts/livebands.py every two days (the bank-refresh workflow) and read
# by scripts/webapp.py and scripts/bankrates.py for the live tag. The tag
# reads the league's own row where it has 50 cards or more (source
# 'league'), else the whole bank's row (league '*', source 'global'), else
# the seed. A league row under the floor is written as 'thin' and not read.
# Thresholds: safe >= 79, cautious >= 77, else unsafe.
# written	2026-09-12
# The 'flip' rows: priced plays with that tag that also print that lane,
# paired on the board's last 21 days — n cards where tip 1 graded and
# that lane won or lost (a push on the lane is no bet), hit = THAT lane,
# said = tip 1 on the same cards; flipped when the lane beats tip 1 by 5.
# league	lane	band	n	hit	said	label	source
ESP-LL	watch	−4..−1	22	95.5	84.9	safe	thin
ESP-LL	priced	+1 up	64	79.7	78.4	safe	league
ESP-LL	priced	−4..−1	11	72.7	84.8	unsafe	thin
FIN-VL	athena	+1 up	163	83.4	83.6	safe	league
FIN-VL	athena	−1..+1	139	82.7	83.9	safe	league
FIN-VL	athena	−4..−1	50	86.0	81.9	safe	league
FIN-VL	athena	+1 up	163	83.4	83.6	safe	league
FIN-VL	athena	−1..+1	139	82.7	83.9	safe	league
FIN-VL	athena	−4..−1	50	86.0	81.9	safe	league
FIN-VL	athena	+1 up	163	83.4	83.6	safe	league
FIN-VL	athena	−1..+1	139	82.7	83.9	safe	league
FIN-VL	athena	−4..−1	50	86.0	81.9	safe	league
FRA-L1	athena	+1 up	99	87.9	82.3	safe	league
FRA-L1	athena	−1..+1	36	88.9	83.4	safe	thin
FRA-L1	athena	−4..−1	163	86.5	83.3	safe	league
FRA-L1	watch	+1 up	60	80.0	81.0	safe	league
FRA-L1	watch	−1..+1	7	85.7	83.3	safe	thin
FRA-L1	watch	−4..−1	15	73.3	83.3	safe	thin
FRA-L1	priced	+1 up	38	76.3	79.7	cautious	thin
FRA-L1	priced	−1..+1	3	66.7	83.4	unsafe	thin
FRA-L1	priced	−4..−1	6	50.0	83.4	unsafe	thin
FRA-L1	athena	+1 up	99	87.9	82.3	safe	league
FRA-L1	athena	−1..+1	36	88.9	83.4	safe	thin
FRA-L1	athena	−4..−1	163	86.5	83.3	safe	league
FRA-L1	watch	+1 up	60	80.0	81.0	safe	league
FRA-L1	watch	−1..+1	7	85.7	83.3	safe	thin
FRA-L1	watch	−4..−1	15	73.3	83.3	safe	thin
FRA-L1	priced	+1 up	38	76.3	79.7	cautious	thin
FRA-L1	priced	−1..+1	3	66.7	83.4	unsafe	thin
FRA-L1	priced	−4..−1	6	50.0	83.4	unsafe	thin
FRA-L1	athena	+1 up	99	87.9	82.3	safe	league
FRA-L1	athena	−1..+1	36	88.9	83.4	safe	thin
FRA-L1	athena	−4..−1	163	86.5	83.3	safe	league
FRA-L1	watch	+1 up	60	80.0	81.0	safe	league
FRA-L1	watch	−1..+1	7	85.7	83.3	safe	thin
FRA-L1	watch	−4..−1	15	73.3	83.3	safe	thin
FRA-L1	priced	+1 up	38	76.3	79.7	cautious	thin
FRA-L1	priced	−1..+1	3	66.7	83.4	unsafe	thin
FRA-L1	priced	−4..−1	6	50.0	83.4	unsafe	thin
FRA-L1	athena	+1 up	99	87.9	82.3	safe	league
FRA-L1	athena	−1..+1	36	88.9	83.4	safe	thin
FRA-L1	athena	−4..−1	163	86.5	83.3	safe	league
FRA-L1	watch	+1 up	60	80.0	81.0	safe	league
FRA-L1	watch	−1..+1	7	85.7	83.3	safe	thin
FRA-L1	watch	−4..−1	15	73.3	83.3	safe	thin
FRA-L1	priced	+1 up	38	76.3	79.7	cautious	thin
FRA-L1	priced	−1..+1	3	66.7	83.4	unsafe	thin
FRA-L1	priced	−4..−1	6	50.0	83.4	unsafe	thin
FRA-L1	athena	+1 up	99	87.9	82.3	safe	league
FRA-L1	athena	−1..+1	36	88.9	83.4	safe	thin
FRA-L1	athena	−4..−1	163	86.5	83.3	safe	league
FRA-L1	watch	+1 up	60	80.0	81.0	safe	league
FRA-L1	watch	−1..+1	7	85.7	83.3	safe	thin
FRA-L1	watch	−4..−1	15	73.3	83.3	safe	thin
FRA-L1	priced	+1 up	38	76.3	79.7	cautious	thin
FRA-L1	priced	−1..+1	3	66.7	83.4	unsafe	thin
FRA-L1	priced	−4..−1	6	50.0	83.4	unsafe	thin
FRA-L1	athena	+1 up	99	87.9	82.3	safe	league
FRA-L1	athena	−1..+1	36	88.9	83.4	safe	thin
FRA-L1	athena	−4..−1	163	86.5	83.3	safe	league
FRA-L1	watch	+1 up	60	80.0	81.0	safe	league
FRA-L1	watch	−1..+1	7	85.7	83.3	safe	thin
FRA-L1	watch	−4..−1	15	73.3	83.3	safe	thin
FRA-L1	priced	+1 up	38	76.3	79.7	cautious	thin
FRA-L1	priced	−1..+1	3	66.7	83.4	unsafe	thin
FRA-L1	priced	−4..−1	6	50.0	83.4	unsafe	thin
FRA-L1	athena	+1 up	99	87.9	82.3	safe	league
FRA-L1	athena	−1..+1	36	88.9	83.4	safe	thin
FRA-L1	athena	−4..−1	163	86.5	83.3	safe	league
FRA-L1	watch	+1 up	60	80.0	81.0	safe	league
FRA-L1	watch	−1..+1	7	85.7	83.3	safe	thin
FRA-L1	watch	−4..−1	15	73.3	83.3	safe	thin
FRA-L1	priced	+1 up	38	76.3	79.7	cautious	thin
FRA-L1	priced	−1..+1	3	66.7	83.4	unsafe	thin
FRA-L1	priced	−4..−1	6	50.0	83.4	unsafe	thin
FRA-L1	athena	+1 up	99	87.9	82.3	safe	league
FRA-L1	athena	−1..+1	36	88.9	83.4	safe	thin
FRA-L1	athena	−4..−1	163	86.5	83.3	safe	league
FRA-L1	watch	+1 up	60	80.0	81.0	safe	league
FRA-L1	watch	−1..+1	7	85.7	83.3	safe	thin
FRA-L1	watch	−4..−1	15	73.3	83.3	safe	thin
FRA-L1	priced	+1 up	38	76.3	79.7	cautious	thin
FRA-L1	priced	−1..+1	3	66.7	83.4	unsafe	thin
FRA-L1	priced	−4..−1	6	50.0	83.4	unsafe	thin
FRA-L1	athena	+1 up	99	87.9	82.3	safe	league
FRA-L1	athena	−1..+1	36	88.9	83.4	safe	thin
FRA-L1	athena	−4..−1	163	86.5	83.3	safe	league
FRA-L1	watch	+1 up	60	80.0	81.0	safe	league
FRA-L1	watch	−1..+1	7	85.7	83.3	safe	thin
FRA-L1	watch	−4..−1	15	73.3	83.3	safe	thin
FRA-L1	priced	+1 up	38	76.3	79.7	cautious	thin
FRA-L1	priced	−1..+1	3	66.7	83.4	unsafe	thin
FRA-L1	priced	−4..−1	6	50.0	83.4	unsafe	thin
FRA-L2	athena	+1 up	62	75.8	80.1	unsafe	league
FRA-L2	athena	−4 down	341	90.3	84.0	safe	league
FRA-L2	watch	+1 up	40	62.5	79.9	safe	thin
FRA-L2	watch	−1..+1	4	75.0	78.3	safe	thin
FRA-L2	watch	−4 down	55	74.5	84.1	unsafe	league
FRA-L2	priced	+1 up	81	75.3	80.4	unsafe	league
FRA-L2	priced	−1..+1	8	75.0	78.3	unsafe	thin
FRA-L2	priced	−4 down	20	70.0	84.1	unsafe	thin
FRA-L2	athena	+1 up	62	75.8	80.1	unsafe	league
FRA-L2	athena	−4 down	341	90.3	84.0	safe	league
FRA-L2	watch	+1 up	40	62.5	79.9	safe	thin
FRA-L2	watch	−1..+1	4	75.0	78.3	safe	thin
FRA-L2	watch	−4 down	55	74.5	84.1	unsafe	league
FRA-L2	priced	+1 up	81	75.3	80.4	unsafe	league
FRA-L2	priced	−1..+1	8	75.0	78.3	unsafe	thin
FRA-L2	priced	−4 down	20	70.0	84.1	unsafe	thin
FRA-L2	athena	+1 up	62	75.8	80.1	unsafe	league
FRA-L2	athena	−4 down	341	90.3	84.0	safe	league
FRA-L2	watch	+1 up	40	62.5	79.9	safe	thin
FRA-L2	watch	−1..+1	4	75.0	78.3	safe	thin
FRA-L2	watch	−4 down	55	74.5	84.1	unsafe	league
FRA-L2	priced	+1 up	81	75.3	80.4	unsafe	league
FRA-L2	priced	−1..+1	8	75.0	78.3	unsafe	thin
FRA-L2	priced	−4 down	20	70.0	84.1	unsafe	thin
FRA-L2	athena	+1 up	62	75.8	80.1	unsafe	league
FRA-L2	athena	−4 down	341	90.3	84.0	safe	league
FRA-L2	watch	+1 up	40	62.5	79.9	safe	thin
FRA-L2	watch	−1..+1	4	75.0	78.3	safe	thin
FRA-L2	watch	−4 down	55	74.5	84.1	unsafe	league
FRA-L2	priced	+1 up	81	75.3	80.4	unsafe	league
FRA-L2	priced	−1..+1	8	75.0	78.3	unsafe	thin
FRA-L2	priced	−4 down	20	70.0	84.1	unsafe	thin
FRA-L2	athena	+1 up	62	75.8	80.1	unsafe	league
FRA-L2	athena	−4 down	341	90.3	84.0	safe	league
FRA-L2	watch	+1 up	40	62.5	79.9	safe	thin
FRA-L2	watch	−1..+1	4	75.0	78.3	safe	thin
FRA-L2	watch	−4 down	55	74.5	84.1	unsafe	league
FRA-L2	priced	+1 up	81	75.3	80.4	unsafe	league
FRA-L2	priced	−1..+1	8	75.0	78.3	unsafe	thin
FRA-L2	priced	−4 down	20	70.0	84.1	unsafe	thin
FRA-L2	athena	+1 up	62	75.8	80.1	unsafe	league
FRA-L2	athena	−4 down	341	90.3	84.0	safe	league
FRA-L2	watch	+1 up	40	62.5	79.9	safe	thin
FRA-L2	watch	−1..+1	4	75.0	78.3	safe	thin
FRA-L2	watch	−4 down	55	74.5	84.1	unsafe	league
FRA-L2	priced	+1 up	81	75.3	80.4	unsafe	league
FRA-L2	priced	−1..+1	8	75.0	78.3	unsafe	thin
FRA-L2	priced	−4 down	20	70.0	84.1	unsafe	thin
FRA-L2	athena	+1 up	62	75.8	80.1	unsafe	league
FRA-L2	athena	−4 down	341	90.3	84.0	safe	league
FRA-L2	watch	+1 up	40	62.5	79.9	safe	thin
FRA-L2	watch	−1..+1	4	75.0	78.3	safe	thin
FRA-L2	watch	−4 down	55	74.5	84.1	unsafe	league
FRA-L2	priced	+1 up	81	75.3	80.4	unsafe	league
FRA-L2	priced	−1..+1	8	75.0	78.3	unsafe	thin
FRA-L2	priced	−4 down	20	70.0	84.1	unsafe	thin
FRA-L2	athena	+1 up	62	75.8	80.1	unsafe	league
FRA-L2	athena	−4 down	341	90.3	84.0	safe	league
FRA-L2	watch	+1 up	40	62.5	79.9	safe	thin
FRA-L2	watch	−1..+1	4	75.0	78.3	safe	thin
FRA-L2	watch	−4 down	55	74.5	84.1	unsafe	league
FRA-L2	priced	+1 up	81	75.3	80.4	unsafe	league
FRA-L2	priced	−1..+1	8	75.0	78.3	unsafe	thin
FRA-L2	priced	−4 down	20	70.0	84.1	unsafe	thin
GER-B2	athena	+1 up	304	82.6	83.5	safe	league
GER-B2	athena	−1..+1	113	85.0	81.2	safe	league
GER-B2	watch	+1 up	109	78.9	83.2	cautious	league
GER-B2	watch	−1..+1	43	81.4	81.2	safe	thin
GER-B2	priced	+1 up	17	94.1	83.6	cautious	thin
GER-B2	priced	−1..+1	10	80.0	80.9	unsafe	thin
GER-B2	athena	+1 up	304	82.6	83.5	safe	league
GER-B2	athena	−1..+1	113	85.0	81.2	safe	league
GER-B2	watch	+1 up	109	78.9	83.2	cautious	league
GER-B2	watch	−1..+1	43	81.4	81.2	safe	thin
GER-B2	priced	+1 up	17	94.1	83.6	cautious	thin
GER-B2	priced	−1..+1	10	80.0	80.9	unsafe	thin
GER-B2	athena	+1 up	304	82.6	83.5	safe	league
GER-B2	athena	−1..+1	113	85.0	81.2	safe	league
GER-B2	watch	+1 up	109	78.9	83.2	cautious	league
GER-B2	watch	−1..+1	43	81.4	81.2	safe	thin
GER-B2	priced	+1 up	17	94.1	83.6	cautious	thin
GER-B2	priced	−1..+1	10	80.0	80.9	unsafe	thin
GER-B2	athena	+1 up	304	82.6	83.5	safe	league
GER-B2	athena	−1..+1	113	85.0	81.2	safe	league
GER-B2	watch	+1 up	109	78.9	83.2	cautious	league
GER-B2	watch	−1..+1	43	81.4	81.2	safe	thin
GER-B2	priced	+1 up	17	94.1	83.6	cautious	thin
GER-B2	priced	−1..+1	10	80.0	80.9	unsafe	thin
GER-B2	athena	+1 up	304	82.6	83.5	safe	league
GER-B2	athena	−1..+1	113	85.0	81.2	safe	league
GER-B2	watch	+1 up	109	78.9	83.2	cautious	league
GER-B2	watch	−1..+1	43	81.4	81.2	safe	thin
GER-B2	priced	+1 up	17	94.1	83.6	cautious	thin
GER-B2	priced	−1..+1	10	80.0	80.9	unsafe	thin
GER-B2	athena	+1 up	304	82.6	83.5	safe	league
GER-B2	athena	−1..+1	113	85.0	81.2	safe	league
GER-B2	watch	+1 up	109	78.9	83.2	cautious	league
GER-B2	watch	−1..+1	43	81.4	81.2	safe	thin
GER-B2	priced	+1 up	17	94.1	83.6	cautious	thin
GER-B2	priced	−1..+1	10	80.0	80.9	unsafe	thin
GER-BL	athena	+1 up	323	88.9	83.8	safe	league
GER-BL	athena	−1..+1	65	90.8	81.6	safe	league
GER-BL	athena	−4..−1	7	71.4	81.3	safe	thin
GER-BL	watch	+1 up	97	86.6	82.3	safe	league
GER-BL	watch	−1..+1	41	85.4	80.6	safe	thin
GER-BL	priced	+1 up	52	65.4	82.2	unsafe	league
GER-BL	priced	−1..+1	19	73.7	80.2	unsafe	thin
GER-BL	athena	+1 up	323	88.9	83.8	safe	league
GER-BL	athena	−1..+1	65	90.8	81.6	safe	league
GER-BL	athena	−4..−1	7	71.4	81.3	safe	thin
GER-BL	watch	+1 up	97	86.6	82.3	safe	league
GER-BL	watch	−1..+1	41	85.4	80.6	safe	thin
GER-BL	priced	+1 up	52	65.4	82.2	unsafe	league
GER-BL	priced	−1..+1	19	73.7	80.2	unsafe	thin
GER-BL	athena	+1 up	323	88.9	83.8	safe	league
GER-BL	athena	−1..+1	65	90.8	81.6	safe	league
GER-BL	athena	−4..−1	7	71.4	81.3	safe	thin
GER-BL	watch	+1 up	97	86.6	82.3	safe	league
GER-BL	watch	−1..+1	41	85.4	80.6	safe	thin
GER-BL	priced	+1 up	52	65.4	82.2	unsafe	league
GER-BL	priced	−1..+1	19	73.7	80.2	unsafe	thin
GER-BL	athena	+1 up	323	88.9	83.8	safe	league
GER-BL	athena	−1..+1	65	90.8	81.6	safe	league
GER-BL	athena	−4..−1	7	71.4	81.3	safe	thin
GER-BL	watch	+1 up	97	86.6	82.3	safe	league
GER-BL	watch	−1..+1	41	85.4	80.6	safe	thin
GER-BL	priced	+1 up	52	65.4	82.2	unsafe	league
GER-BL	priced	−1..+1	19	73.7	80.2	unsafe	thin
GER-BL	athena	+1 up	323	88.9	83.8	safe	league
GER-BL	athena	−1..+1	65	90.8	81.6	safe	league
GER-BL	athena	−4..−1	7	71.4	81.3	safe	thin
GER-BL	watch	+1 up	97	86.6	82.3	safe	league
GER-BL	watch	−1..+1	41	85.4	80.6	safe	thin
GER-BL	priced	+1 up	52	65.4	82.2	unsafe	league
GER-BL	priced	−1..+1	19	73.7	80.2	unsafe	thin
GER-BL	athena	+1 up	323	88.9	83.8	safe	league
GER-BL	athena	−1..+1	65	90.8	81.6	safe	league
GER-BL	athena	−4..−1	7	71.4	81.3	safe	thin
GER-BL	watch	+1 up	97	86.6	82.3	safe	league
GER-BL	watch	−1..+1	41	85.4	80.6	safe	thin
GER-BL	priced	+1 up	52	65.4	82.2	unsafe	league
GER-BL	priced	−1..+1	19	73.7	80.2	unsafe	thin
GER-BL	athena	+1 up	323	88.9	83.8	safe	league
GER-BL	athena	−1..+1	65	90.8	81.6	safe	league
GER-BL	athena	−4..−1	7	71.4	81.3	safe	thin
GER-BL	watch	+1 up	97	86.6	82.3	safe	league
GER-BL	watch	−1..+1	41	85.4	80.6	safe	thin
GER-BL	priced	+1 up	52	65.4	82.2	unsafe	league
GER-BL	priced	−1..+1	19	73.7	80.2	unsafe	thin
GRE-SL	athena	+1 up	73	86.3	79.6	safe	league
GRE-SL	athena	−4 down	146	91.1	82.1	safe	league
GRE-SL	watch	+1 up	49	89.8	78.7	safe	thin
GRE-SL	priced	+1 up	67	68.7	78.8	unsafe	league
GRE-SL	athena	+1 up	73	86.3	79.6	safe	league
GRE-SL	athena	−4 down	146	91.1	82.1	safe	league
GRE-SL	watch	+1 up	49	89.8	78.7	safe	thin
GRE-SL	priced	+1 up	67	68.7	78.8	unsafe	league
GRE-SL	athena	+1 up	73	86.3	79.6	safe	league
GRE-SL	athena	−4 down	146	91.1	82.1	safe	league
GRE-SL	watch	+1 up	49	89.8	78.7	safe	thin
GRE-SL	priced	+1 up	67	68.7	78.8	unsafe	league
GRE-SL	athena	+1 up	73	86.3	79.6	safe	league
GRE-SL	athena	−4 down	146	91.1	82.1	safe	league
GRE-SL	watch	+1 up	49	89.8	78.7	safe	thin
GRE-SL	priced	+1 up	67	68.7	78.8	unsafe	league
IRL-PD	athena	+1 up	1	100.0	73.2	safe	thin
IRL-PD	athena	−1..+1	133	72.2	76.7	unsafe	league
IRL-PD	athena	−4 down	230	89.6	84.8	safe	league
IRL-PD	athena	+1 up	1	100.0	73.2	safe	thin
IRL-PD	athena	−1..+1	133	72.2	76.7	unsafe	league
IRL-PD	athena	−4 down	230	89.6	84.8	safe	league
IRL-PD	athena	+1 up	1	100.0	73.2	safe	thin
IRL-PD	athena	−1..+1	133	72.2	76.7	unsafe	league
IRL-PD	athena	−4 down	230	89.6	84.8	safe	league
ITA-SA	athena	+1 up	17	94.1	79.9	safe	thin
ITA-SA	athena	−1..+1	13	92.3	86.1	safe	thin
ITA-SA	athena	−4..−1	337	87.8	85.8	safe	league
ITA-SA	athena	−4 down	6	100.0	84.0	safe	thin
ITA-SA	watch	+1 up	1	100.0	79.1	safe	thin
ITA-SA	watch	−1..+1	5	100.0	86.1	safe	thin
ITA-SA	watch	−4..−1	101	92.1	85.9	safe	league
ITA-SA	watch	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	priced	+1 up	3	100.0	81.8	cautious	thin
ITA-SA	priced	−1..+1	2	100.0	86.2	unsafe	thin
ITA-SA	priced	−4..−1	28	67.9	85.8	unsafe	thin
ITA-SA	priced	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	athena	+1 up	17	94.1	79.9	safe	thin
ITA-SA	athena	−1..+1	13	92.3	86.1	safe	thin
ITA-SA	athena	−4..−1	337	87.8	85.8	safe	league
ITA-SA	athena	−4 down	6	100.0	84.0	safe	thin
ITA-SA	watch	+1 up	1	100.0	79.1	safe	thin
ITA-SA	watch	−1..+1	5	100.0	86.1	safe	thin
ITA-SA	watch	−4..−1	101	92.1	85.9	safe	league
ITA-SA	watch	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	priced	+1 up	3	100.0	81.8	cautious	thin
ITA-SA	priced	−1..+1	2	100.0	86.2	unsafe	thin
ITA-SA	priced	−4..−1	28	67.9	85.8	unsafe	thin
ITA-SA	priced	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	athena	+1 up	17	94.1	79.9	safe	thin
ITA-SA	athena	−1..+1	13	92.3	86.1	safe	thin
ITA-SA	athena	−4..−1	337	87.8	85.8	safe	league
ITA-SA	athena	−4 down	6	100.0	84.0	safe	thin
ITA-SA	watch	+1 up	1	100.0	79.1	safe	thin
ITA-SA	watch	−1..+1	5	100.0	86.1	safe	thin
ITA-SA	watch	−4..−1	101	92.1	85.9	safe	league
ITA-SA	watch	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	priced	+1 up	3	100.0	81.8	cautious	thin
ITA-SA	priced	−1..+1	2	100.0	86.2	unsafe	thin
ITA-SA	priced	−4..−1	28	67.9	85.8	unsafe	thin
ITA-SA	priced	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	athena	+1 up	17	94.1	79.9	safe	thin
ITA-SA	athena	−1..+1	13	92.3	86.1	safe	thin
ITA-SA	athena	−4..−1	337	87.8	85.8	safe	league
ITA-SA	athena	−4 down	6	100.0	84.0	safe	thin
ITA-SA	watch	+1 up	1	100.0	79.1	safe	thin
ITA-SA	watch	−1..+1	5	100.0	86.1	safe	thin
ITA-SA	watch	−4..−1	101	92.1	85.9	safe	league
ITA-SA	watch	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	priced	+1 up	3	100.0	81.8	cautious	thin
ITA-SA	priced	−1..+1	2	100.0	86.2	unsafe	thin
ITA-SA	priced	−4..−1	28	67.9	85.8	unsafe	thin
ITA-SA	priced	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	athena	+1 up	17	94.1	79.9	safe	thin
ITA-SA	athena	−1..+1	13	92.3	86.1	safe	thin
ITA-SA	athena	−4..−1	337	87.8	85.8	safe	league
ITA-SA	athena	−4 down	6	100.0	84.0	safe	thin
ITA-SA	watch	+1 up	1	100.0	79.1	safe	thin
ITA-SA	watch	−1..+1	5	100.0	86.1	safe	thin
ITA-SA	watch	−4..−1	101	92.1	85.9	safe	league
ITA-SA	watch	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	priced	+1 up	3	100.0	81.8	cautious	thin
ITA-SA	priced	−1..+1	2	100.0	86.2	unsafe	thin
ITA-SA	priced	−4..−1	28	67.9	85.8	unsafe	thin
ITA-SA	priced	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	athena	+1 up	17	94.1	79.9	safe	thin
ITA-SA	athena	−1..+1	13	92.3	86.1	safe	thin
ITA-SA	athena	−4..−1	337	87.8	85.8	safe	league
ITA-SA	athena	−4 down	6	100.0	84.0	safe	thin
ITA-SA	watch	+1 up	1	100.0	79.1	safe	thin
ITA-SA	watch	−1..+1	5	100.0	86.1	safe	thin
ITA-SA	watch	−4..−1	101	92.1	85.9	safe	league
ITA-SA	watch	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	priced	+1 up	3	100.0	81.8	cautious	thin
ITA-SA	priced	−1..+1	2	100.0	86.2	unsafe	thin
ITA-SA	priced	−4..−1	28	67.9	85.8	unsafe	thin
ITA-SA	priced	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	athena	+1 up	17	94.1	79.9	safe	thin
ITA-SA	athena	−1..+1	13	92.3	86.1	safe	thin
ITA-SA	athena	−4..−1	337	87.8	85.8	safe	league
ITA-SA	athena	−4 down	6	100.0	84.0	safe	thin
ITA-SA	watch	+1 up	1	100.0	79.1	safe	thin
ITA-SA	watch	−1..+1	5	100.0	86.1	safe	thin
ITA-SA	watch	−4..−1	101	92.1	85.9	safe	league
ITA-SA	watch	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	priced	+1 up	3	100.0	81.8	cautious	thin
ITA-SA	priced	−1..+1	2	100.0	86.2	unsafe	thin
ITA-SA	priced	−4..−1	28	67.9	85.8	unsafe	thin
ITA-SA	priced	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	athena	+1 up	17	94.1	79.9	safe	thin
ITA-SA	athena	−1..+1	13	92.3	86.1	safe	thin
ITA-SA	athena	−4..−1	337	87.8	85.8	safe	league
ITA-SA	athena	−4 down	6	100.0	84.0	safe	thin
ITA-SA	watch	+1 up	1	100.0	79.1	safe	thin
ITA-SA	watch	−1..+1	5	100.0	86.1	safe	thin
ITA-SA	watch	−4..−1	101	92.1	85.9	safe	league
ITA-SA	watch	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	priced	+1 up	3	100.0	81.8	cautious	thin
ITA-SA	priced	−1..+1	2	100.0	86.2	unsafe	thin
ITA-SA	priced	−4..−1	28	67.9	85.8	unsafe	thin
ITA-SA	priced	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	athena	+1 up	17	94.1	79.9	safe	thin
ITA-SA	athena	−1..+1	13	92.3	86.1	safe	thin
ITA-SA	athena	−4..−1	337	87.8	85.8	safe	league
ITA-SA	athena	−4 down	6	100.0	84.0	safe	thin
ITA-SA	watch	+1 up	1	100.0	79.1	safe	thin
ITA-SA	watch	−1..+1	5	100.0	86.1	safe	thin
ITA-SA	watch	−4..−1	101	92.1	85.9	safe	league
ITA-SA	watch	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	priced	+1 up	3	100.0	81.8	cautious	thin
ITA-SA	priced	−1..+1	2	100.0	86.2	unsafe	thin
ITA-SA	priced	−4..−1	28	67.9	85.8	unsafe	thin
ITA-SA	priced	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	athena	+1 up	17	94.1	79.9	safe	thin
ITA-SA	athena	−1..+1	13	92.3	86.1	safe	thin
ITA-SA	athena	−4..−1	337	87.8	85.8	safe	league
ITA-SA	athena	−4 down	6	100.0	84.0	safe	thin
ITA-SA	watch	+1 up	1	100.0	79.1	safe	thin
ITA-SA	watch	−1..+1	5	100.0	86.1	safe	thin
ITA-SA	watch	−4..−1	101	92.1	85.9	safe	league
ITA-SA	watch	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	priced	+1 up	3	100.0	81.8	cautious	thin
ITA-SA	priced	−1..+1	2	100.0	86.2	unsafe	thin
ITA-SA	priced	−4..−1	28	67.9	85.8	unsafe	thin
ITA-SA	priced	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	athena	+1 up	17	94.1	79.9	safe	thin
ITA-SA	athena	−1..+1	13	92.3	86.1	safe	thin
ITA-SA	athena	−4..−1	337	87.8	85.8	safe	league
ITA-SA	athena	−4 down	6	100.0	84.0	safe	thin
ITA-SA	watch	+1 up	1	100.0	79.1	safe	thin
ITA-SA	watch	−1..+1	5	100.0	86.1	safe	thin
ITA-SA	watch	−4..−1	101	92.1	85.9	safe	league
ITA-SA	watch	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	priced	+1 up	3	100.0	81.8	cautious	thin
ITA-SA	priced	−1..+1	2	100.0	86.2	unsafe	thin
ITA-SA	priced	−4..−1	28	67.9	85.8	unsafe	thin
ITA-SA	priced	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	athena	+1 up	17	94.1	79.9	safe	thin
ITA-SA	athena	−1..+1	13	92.3	86.1	safe	thin
ITA-SA	athena	−4..−1	337	87.8	85.8	safe	league
ITA-SA	athena	−4 down	6	100.0	84.0	safe	thin
ITA-SA	watch	+1 up	1	100.0	79.1	safe	thin
ITA-SA	watch	−1..+1	5	100.0	86.1	safe	thin
ITA-SA	watch	−4..−1	101	92.1	85.9	safe	league
ITA-SA	watch	−4 down	1	100.0	84.1	unsafe	thin
ITA-SA	priced	+1 up	3	100.0	81.8	cautious	thin
ITA-SA	priced	−1..+1	2	100.0	86.2	unsafe	thin
ITA-SA	priced	−4..−1	28	67.9	85.8	unsafe	thin
ITA-SA	priced	−4 down	1	100.0	84.1	unsafe	thin
ITA-SB	athena	+1 up	113	78.8	78.9	cautious	league
ITA-SB	athena	−1..+1	29	86.2	77.2	safe	thin
ITA-SB	athena	−4..−1	2	50.0	76.2	safe	thin
ITA-SB	watch	+1 up	134	77.6	78.7	cautious	league
ITA-SB	watch	−1..+1	54	79.6	77.0	safe	league
ITA-SB	watch	−4..−1	2	0.0	76.2	safe	thin
ITA-SB	priced	+1 up	74	85.1	78.7	safe	league
ITA-SB	priced	−1..+1	51	72.5	76.9	unsafe	league
ITA-SB	priced	−4..−1	5	60.0	76.2	unsafe	thin
ITA-SB	athena	+1 up	113	78.8	78.9	cautious	league
ITA-SB	athena	−1..+1	29	86.2	77.2	safe	thin
ITA-SB	athena	−4..−1	2	50.0	76.2	safe	thin
ITA-SB	watch	+1 up	134	77.6	78.7	cautious	league
ITA-SB	watch	−1..+1	54	79.6	77.0	safe	league
ITA-SB	watch	−4..−1	2	0.0	76.2	safe	thin
ITA-SB	priced	+1 up	74	85.1	78.7	safe	league
ITA-SB	priced	−1..+1	51	72.5	76.9	unsafe	league
ITA-SB	priced	−4..−1	5	60.0	76.2	unsafe	thin
ITA-SB	athena	+1 up	113	78.8	78.9	cautious	league
ITA-SB	athena	−1..+1	29	86.2	77.2	safe	thin
ITA-SB	athena	−4..−1	2	50.0	76.2	safe	thin
